# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	9824	10246	-						69464981	GA693_RS00480	423		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	9824	10246	-	WP_127800592.1	WP_127800592.1		sulfur transferase domain-containing protein		69464981	GA693_RS00480	423	140	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	10239	10574	-						69464982	GA693_RS00485	336		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	10239	10574	-	WP_005182227.1	WP_005182227.1		TIGR01244 family sulfur transferase		69464982	GA693_RS00485	336	111	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	10699	11595	+						69464983	GA693_RS00490	897		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	10699	11595	+	WP_005182237.1	WP_005182237.1		alpha/beta fold hydrolase		69464983	GA693_RS00490	897	298	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	11596	12027	+					trxC	69464984	GA693_RS00495	432		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	11596	12027	+	WP_016659552.1	WP_016659552.1		thioredoxin TrxC	trxC	69464984	GA693_RS00495	432	143	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	12045	12467	+						69464985	GA693_RS00500	423		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	12045	12467	+	WP_005182243.1	WP_005182243.1		acyl-CoA thioesterase		69464985	GA693_RS00500	423	140	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	12533	13039	-						69464986	GA693_RS00505	507		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	12533	13039	-	WP_016659551.1	WP_016659551.1		DUF4442 domain-containing protein		69464986	GA693_RS00505	507	168	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	13068	13556	-						69464987	GA693_RS00510	489		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	13068	13556	-	WP_005182257.1	WP_005182257.1		YajQ family cyclic di-GMP-binding protein		69464987	GA693_RS00510	489	162	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	13648	13962	+						69464988	GA693_RS00515	315		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	13648	13962	+	WP_005182260.1	WP_005182260.1		rhodanese-like domain-containing protein		69464988	GA693_RS00515	315	104	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	14140	16017	-					mnmC	69464989	GA693_RS00520	1878		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	14140	16017	-	WP_171502430.1	WP_171502430.1		FAD-dependent 5-carboxymethylaminomethyl-2-thiouridine(34) oxidoreductase MnmC	mnmC	69464989	GA693_RS00520	1878	625	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	16048	16530	-						69464990	GA693_RS00525	483		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	16048	16530	-	WP_160241626.1	WP_160241626.1		hypothetical protein		69464990	GA693_RS00525	483	160	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	16536	16838	-						69464991	GA693_RS00530	303		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	16536	16838	-	WP_005182271.1	WP_005182271.1		YciI family protein		69464991	GA693_RS00530	303	100	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	16870	17481	-						69464992	GA693_RS00535	612		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	16870	17481	-	WP_104473306.1	WP_104473306.1		septation protein IspZ		69464992	GA693_RS00535	612	203	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	17526	18401	+						69464993	GA693_RS00540	876		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	17526	18401	+	WP_160241625.1	WP_160241625.1		PHP domain-containing protein		69464993	GA693_RS00540	876	291	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	18451	19362	-						69464994	GA693_RS00545	912		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	18451	19362	-	WP_005182277.1	WP_005182277.1		bestrophin family protein		69464994	GA693_RS00545	912	303	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	19433	20128	-					radC	69464995	GA693_RS00550	696		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	19433	20128	-	WP_005182279.1	WP_005182279.1		DNA repair protein RadC	radC	69464995	GA693_RS00550	696	231	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	20242	21516	+					coaBC	69464996	GA693_RS00555	1275		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	20242	21516	+	WP_005182280.1	WP_005182280.1		bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC	coaBC	69464996	GA693_RS00555	1275	424	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	21590	22048	-					secB	69464997	GA693_RS00560	459		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	21590	22048	-	WP_005182282.1	WP_005182282.1		protein-export chaperone SecB	secB	69464997	GA693_RS00560	459	152	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	22089	22346	-					grxC	69464998	GA693_RS00565	258		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	22089	22346	-	WP_005182284.1	WP_005182284.1		glutaredoxin 3	grxC	69464998	GA693_RS00565	258	85	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	22367	22774	-						69464999	GA693_RS00570	408		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	22367	22774	-	WP_005182291.1	WP_005182291.1		rhodanese-like domain-containing protein		69464999	GA693_RS00570	408	135	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	22871	23929	-					rsgA	69465000	GA693_RS00575	1059		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	22871	23929	-	WP_104490218.1	WP_104490218.1		small ribosomal subunit biogenesis GTPase RsgA	rsgA	69465000	GA693_RS00575	1059	352	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	24055	24609	+					orn	69465001	GA693_RS00580	555		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	24055	24609	+	WP_005182297.1	WP_005182297.1		oligoribonuclease	orn	69465001	GA693_RS00580	555	184	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	24865	25599	+						69465002	GA693_RS00585	735		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	24865	25599	+	WP_156188769.1	WP_156188769.1		Bax inhibitor-1/YccA family protein		69465002	GA693_RS00585	735	244	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	25748	26551	+						69465003	GA693_RS00590	804		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	25748	26551	+	WP_005182307.1	WP_005182307.1		enoyl-ACP reductase		69465003	GA693_RS00590	804	267	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	26694	29477	+						69465004	GA693_RS00595	2784		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	26694	29477	+	WP_171502415.1	WP_171502415.1		type VI secretion system tip protein VgrG		69465004	GA693_RS00595	2784	927	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	29479	31029	+						69465005	GA693_RS00600	1551		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	29479	31029	+	WP_160241623.1	WP_160241623.1		hypothetical protein		69465005	GA693_RS00600	1551	516	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	31026	31487	+						69465006	GA693_RS00605	462		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	31026	31487	+	WP_045796769.1	WP_045796769.1		hypothetical protein		69465006	GA693_RS00605	462	153	
gene	pseudogene	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	32256	32483	-						69465007	GA693_RS00610	228		partial;pseudo
CDS	without_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	32256	32483	-				IS5/IS1182 family transposase		69465007	GA693_RS00610	228		partial;pseudo
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	32607	32876	+						69465008	GA693_RS00615	270		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	32607	32876	+	WP_160241622.1	WP_160241622.1		hypothetical protein		69465008	GA693_RS00615	270	89	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	32877	33659	+						69465009	GA693_RS00620	783		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	32877	33659	+	WP_160241621.1	WP_160241621.1		hypothetical protein		69465009	GA693_RS00620	783	260	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	33646	34413	+						69465010	GA693_RS00625	768		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	33646	34413	+	WP_160241620.1	WP_160241620.1		hypothetical protein		69465010	GA693_RS00625	768	255	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	34508	35926	-						69465011	GA693_RS00630	1419		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	34508	35926	-	WP_160241619.1	WP_160241619.1		efflux transporter outer membrane subunit		69465011	GA693_RS00630	1419	472	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	35937	37916	-						69465012	GA693_RS00635	1980		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	35937	37916	-	WP_160241618.1	WP_160241618.1		MacB family efflux pump subunit		69465012	GA693_RS00635	1980	659	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	37919	39262	-						69465013	GA693_RS00640	1344		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	37919	39262	-	WP_160241617.1	WP_160241617.1		MacA family efflux pump subunit		69465013	GA693_RS00640	1344	447	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	39381	40370	-					holA	69465014	GA693_RS00645	990		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	39381	40370	-	WP_005182351.1	WP_005182351.1		DNA polymerase III subunit delta	holA	69465014	GA693_RS00645	990	329	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	40367	40894	-						69465015	GA693_RS00650	528		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	40367	40894	-	WP_005182353.1	WP_005182353.1		hypothetical protein		69465015	GA693_RS00650	528	175	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	41274	43895	-					leuS	69465016	GA693_RS00655	2622		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	41274	43895	-	WP_160241616.1	WP_160241616.1		leucine--tRNA ligase	leuS	69465016	GA693_RS00655	2622	873	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	44023	44376	-						69465017	GA693_RS00660	354		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	44023	44376	-	WP_005182363.1	WP_005182363.1		DUF4124 domain-containing protein		69465017	GA693_RS00660	354	117	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	45084	46811	+						69465018	GA693_RS00665	1728		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	45084	46811	+	WP_035363671.1	WP_035363671.1		acetolactate synthase 3 large subunit		69465018	GA693_RS00665	1728	575	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	46808	47299	+					ilvN	69465019	GA693_RS00670	492		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	46808	47299	+	WP_005182370.1	WP_005182370.1		acetolactate synthase small subunit	ilvN	69465019	GA693_RS00670	492	163	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	47404	48420	+					ilvC	69465020	GA693_RS00675	1017		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	47404	48420	+	WP_005182373.1	WP_005182373.1		ketol-acid reductoisomerase	ilvC	69465020	GA693_RS00675	1017	338	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	49564	50085	+						69465021	GA693_RS00680	522		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	49564	50085	+	WP_160241615.1	WP_160241615.1		hypothetical protein		69465021	GA693_RS00680	522	173	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	50155	50859	+						69465022	GA693_RS00685	705		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	50155	50859	+	WP_016659537.1	WP_016659537.1		fimbria/pilus periplasmic chaperone		69465022	GA693_RS00685	705	234	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	50880	53180	+						69465023	GA693_RS00690	2301		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	50880	53180	+	WP_160241614.1	WP_160241614.1		fimbria/pilus outer membrane usher protein		69465023	GA693_RS00690	2301	766	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	53195	53614	+						69465024	GA693_RS00695	420		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	53195	53614	+	WP_005182377.1	WP_005182377.1		hypothetical protein		69465024	GA693_RS00695	420	139	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	53782	55065	+						69465025	GA693_RS00700	1284		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	53782	55065	+	WP_160241613.1	WP_160241613.1		glycosyltransferase family 1 protein		69465025	GA693_RS00700	1284	427	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	55098	55649	+						69465026	GA693_RS00705	552		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	55098	55649	+	WP_104470590.1	WP_104470590.1		phosphatase PAP2 family protein		69465026	GA693_RS00705	552	183	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	55744	55944	+					iscX	69465027	GA693_RS00710	201		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	55744	55944	+	WP_005182385.1	WP_005182385.1		Fe-S cluster assembly protein IscX	iscX	69465027	GA693_RS00710	201	66	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	56054	56485	+					ndk	69465028	GA693_RS00715	432		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	56054	56485	+	WP_005182388.1	WP_005182388.1		nucleoside-diphosphate kinase	ndk	69465028	GA693_RS00715	432	143	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	56608	57843	+					rlmN	69465029	GA693_RS00720	1236		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	56608	57843	+	WP_005182389.1	WP_005182389.1		23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN	rlmN	69465029	GA693_RS00720	1236	411	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	57900	58664	+					pilW	69465030	GA693_RS00725	765		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	57900	58664	+	WP_228151525.1	WP_228151525.1		type IV pilus biogenesis/stability protein PilW	pilW	69465030	GA693_RS00725	765	254	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	58655	59443	+						69465031	GA693_RS00730	789		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	58655	59443	+	WP_160241612.1	WP_160241612.1		helix-turn-helix domain-containing protein		69465031	GA693_RS00730	789	262	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	59466	60587	+					ispG	69465032	GA693_RS00735	1122		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	59466	60587	+	WP_005182396.1	WP_005182396.1		flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase	ispG	69465032	GA693_RS00735	1122	373	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	60591	61886	+					hisS	69465033	GA693_RS00740	1296		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	60591	61886	+	WP_160241611.1	WP_160241611.1		histidine--tRNA ligase	hisS	69465033	GA693_RS00740	1296	431	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	61917	62621	+						69465034	GA693_RS00745	705		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	61917	62621	+	WP_160241610.1	WP_160241610.1		tetratricopeptide repeat protein		69465034	GA693_RS00745	705	234	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	62618	63766	+					bamB	69465035	GA693_RS00750	1149		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	62618	63766	+	WP_160241609.1	WP_160241609.1		outer membrane protein assembly factor BamB	bamB	69465035	GA693_RS00750	1149	382	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	63941	65353	+					der	69465036	GA693_RS00755	1413		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	63941	65353	+	WP_005182406.1	WP_005182406.1		ribosome biogenesis GTPase Der	der	69465036	GA693_RS00755	1413	470	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	65419	66195	-						69465037	GA693_RS00760	777		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	65419	66195	-	WP_160241608.1	WP_160241608.1		SDR family oxidoreductase		69465037	GA693_RS00760	777	258	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	66296	67057	+					mazG	69465038	GA693_RS00765	762		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	66296	67057	+	WP_160241607.1	WP_160241607.1		nucleoside triphosphate pyrophosphohydrolase	mazG	69465038	GA693_RS00765	762	253	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	67068	67481	+						69465039	GA693_RS00770	414		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	67068	67481	+	WP_160241606.1	WP_160241606.1		ComEA family DNA-binding protein		69465039	GA693_RS00770	414	137	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	67618	69090	+					pcnB	69465040	GA693_RS00775	1473		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	67618	69090	+	WP_005182410.1	WP_005182410.1		polynucleotide adenylyltransferase PcnB	pcnB	69465040	GA693_RS00775	1473	490	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	69087	69575	+					folK	69465041	GA693_RS00780	489		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	69087	69575	+	WP_160241605.1	WP_160241605.1		2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	folK	69465041	GA693_RS00780	489	162	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	69621	70430	+					panB	69465042	GA693_RS00785	810		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	69621	70430	+	WP_160241604.1	WP_160241604.1		3-methyl-2-oxobutanoate hydroxymethyltransferase	panB	69465042	GA693_RS00785	810	269	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	70434	71279	+					panC	69465043	GA693_RS00790	846		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	70434	71279	+	WP_005182413.1	WP_005182413.1		pantoate--beta-alanine ligase	panC	69465043	GA693_RS00790	846	281	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	71307	72158	+					rapZ	69465044	GA693_RS00795	852		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	71307	72158	+	WP_160241603.1	WP_160241603.1		RNase adapter RapZ	rapZ	69465044	GA693_RS00795	852	283	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	72155	72424	+						69465045	GA693_RS00800	270		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	72155	72424	+	WP_034598158.1	WP_034598158.1		HPr family phosphocarrier protein		69465045	GA693_RS00800	270	89	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	72427	72960	+						69465046	GA693_RS00805	534		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	72427	72960	+	WP_005182421.1	WP_005182421.1		ribosome-associated protein		69465046	GA693_RS00805	534	177	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	73091	74734	-						69465047	GA693_RS00810	1644		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	73091	74734	-	WP_160241602.1	WP_160241602.1		acyl-CoA synthetase		69465047	GA693_RS00810	1644	547	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	75233	77155	+					thrS	69465048	GA693_RS00815	1923		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	75233	77155	+	WP_016659522.1	WP_016659522.1		threonine--tRNA ligase	thrS	69465048	GA693_RS00815	1923	640	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	77161	77712	+					infC	69465049	GA693_RS00820	552		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	77161	77712	+	WP_160241813.1	WP_160241813.1		translation initiation factor IF-3	infC	69465049	GA693_RS00820	552	183	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	77983	78600	+						69465050	GA693_RS00825	618		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	77983	78600	+	WP_160241601.1	WP_160241601.1		glutathione S-transferase N-terminal domain-containing protein		69465050	GA693_RS00825	618	205	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	78690	79112	+						69465051	GA693_RS00830	423		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	78690	79112	+	WP_005182435.1	WP_005182435.1		DedA family protein		69465051	GA693_RS00830	423	140	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	79114	79842	-						69465052	GA693_RS00835	729		
