# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	9044	10987	-	WP_163164405.1	WP_163164405.1		ATP-binding cassette domain-containing protein		58161671	FSC11_RS00035	1944	647	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	11218	12222	+						58161672	FSC11_RS00040	1005		old_locus_tag=FSC11_00040
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	11218	12222	+	WP_004814023.1	WP_004814023.1		DUF6091 family protein		58161672	FSC11_RS00040	1005	334	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	12477	13487	+						58161673	FSC11_RS00045	1011		old_locus_tag=FSC11_00045
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	12477	13487	+	WP_163164407.1	WP_163164407.1		DUF6091 family protein		58161673	FSC11_RS00045	1011	336	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	13714	14688	+						58161674	FSC11_RS00050	975		old_locus_tag=FSC11_00050
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	13714	14688	+	WP_163167691.1	WP_163167691.1		DUF6091 family protein		58161674	FSC11_RS00050	975	324	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	14805	15140	+					erpA	58161675	FSC11_RS00055	336		old_locus_tag=FSC11_00055
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	14805	15140	+	WP_004814030.1	WP_004814030.1		iron-sulfur cluster insertion protein ErpA	erpA	58161675	FSC11_RS00055	336	111	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	15216	15593	-						58161676	FSC11_RS00060	378		old_locus_tag=FSC11_00060
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	15216	15593	-	WP_171058635.1	WP_171058635.1		hypothetical protein		58161676	FSC11_RS00060	378	125	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	15698	16612	-						58161677	FSC11_RS00065	915		old_locus_tag=FSC11_00065
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	15698	16612	-	WP_163164409.1	WP_163164409.1		matrixin family metalloprotease		58161677	FSC11_RS00065	915	304	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	16682	17512	-					blaOXA	58161678	FSC11_RS00070	831		old_locus_tag=FSC11_00070
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	16682	17512	-	WP_163164411.1	WP_163164411.1		OXA-134 family carbapenem-hydrolyzing class D beta-lactamase	blaOXA	58161678	FSC11_RS00070	831	276	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	17662	19602	-					dnaK	58161679	FSC11_RS00075	1941		old_locus_tag=FSC11_00075
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	17662	19602	-	WP_004814038.1	WP_004814038.1		molecular chaperone DnaK	dnaK	58161679	FSC11_RS00075	1941	646	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	19721	20263	-					grpE	58161680	FSC11_RS00080	543		old_locus_tag=FSC11_00080
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	19721	20263	-	WP_004814040.1	WP_004814040.1		nucleotide exchange factor GrpE	grpE	58161680	FSC11_RS00080	543	180	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	21373	21867	-						58161681	FSC11_RS00085	495		old_locus_tag=FSC11_00085
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	21373	21867	-	WP_163164413.1	WP_163164413.1		hypothetical protein		58161681	FSC11_RS00085	495	164	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	22074	23144	+						58161682	FSC11_RS00090	1071		old_locus_tag=FSC11_00090
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	22074	23144	+	WP_163164415.1	WP_163164415.1		alpha/beta hydrolase		58161682	FSC11_RS00090	1071	356	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	23216	23887	-						58161683	FSC11_RS00095	672		old_locus_tag=FSC11_00095
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	23216	23887	-	WP_163164417.1	WP_163164417.1		acetoacetate decarboxylase family protein		58161683	FSC11_RS00095	672	223	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	23992	24564	+						58161684	FSC11_RS00100	573		old_locus_tag=FSC11_00100
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	23992	24564	+	WP_163164419.1	WP_163164419.1		peptidyl-prolyl cis-trans isomerase		58161684	FSC11_RS00100	573	190	
gene	rRNA	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	24993	26530	+						58161685	FSC11_RS00105	1538		old_locus_tag=FSC11_00105
rRNA		GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	24993	26530	+				16S ribosomal RNA		58161685	FSC11_RS00105	1538		
gene	tRNA	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	26592	26668	+						58161686	FSC11_RS00110	77		old_locus_tag=FSC11_00110
tRNA		GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	26592	26668	+				tRNA-Ile		58161686	FSC11_RS00110	77		anticodon=GAT
gene	tRNA	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	26713	26788	+						58161687	FSC11_RS00115	76		old_locus_tag=FSC11_00115
tRNA		GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	26713	26788	+				tRNA-Ala		58161687	FSC11_RS00115	76		anticodon=TGC
gene	rRNA	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	27161	30054	+						58161688	FSC11_RS00120	2894		old_locus_tag=FSC11_00120
rRNA		GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	27161	30054	+				23S ribosomal RNA		58161688	FSC11_RS00120	2894		
gene	rRNA	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	30252	30366	+					rrf	58161689	FSC11_RS00125	115		old_locus_tag=FSC11_00125
rRNA		GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	30252	30366	+				5S ribosomal RNA	rrf	58161689	FSC11_RS00125	115		
gene	pseudogene	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	30560	30826	+						58161690	FSC11_RS00130	267		partial;pseudo;old_locus_tag=FSC11_00130
CDS	without_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	30560	30826	+				aromatic acid/H+ symport family MFS transporter		58161690	FSC11_RS00130	267		partial;pseudo
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	31180	32529	+						58161691	FSC11_RS00135	1350		old_locus_tag=FSC11_00135
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	31180	32529	+	WP_004814054.1	WP_004814054.1		aromatic acid/H+ symport family MFS transporter		58161691	FSC11_RS00135	1350	449	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	32613	32834	+						58161692	FSC11_RS00140	222		old_locus_tag=FSC11_00140
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	32613	32834	+	WP_163164421.1	WP_163164421.1		hypothetical protein		58161692	FSC11_RS00140	222	73	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	32912	33658	+						58161693	FSC11_RS00145	747		old_locus_tag=FSC11_00145
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	32912	33658	+	WP_163164423.1	WP_163164423.1		IS5-like element ISAba31 family transposase		58161693	FSC11_RS00145	747	248	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	33782	34315	+						58161694	FSC11_RS00150	534		old_locus_tag=FSC11_00150
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	33782	34315	+	WP_163164425.1	WP_163164425.1		hypothetical protein		58161694	FSC11_RS00150	534	177	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	34337	34666	+						58161695	FSC11_RS00155	330		old_locus_tag=FSC11_00155
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	34337	34666	+	WP_004814057.1	WP_004814057.1		ankyrin repeat domain-containing protein		58161695	FSC11_RS00155	330	109	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	34724	35284	-						58161696	FSC11_RS00160	561		old_locus_tag=FSC11_00160
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	34724	35284	-	WP_004895920.1	WP_004895920.1		type 1 glutamine amidotransferase		58161696	FSC11_RS00160	561	186	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	35659	36351	-						58161697	FSC11_RS00165	693		old_locus_tag=FSC11_00165
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	35659	36351	-	WP_163164427.1	WP_163164427.1		TIGR04219 family outer membrane beta-barrel protein		58161697	FSC11_RS00165	693	230	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	36654	38096	+						58161698	FSC11_RS00170	1443		old_locus_tag=FSC11_00170
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	36654	38096	+	WP_004814061.1	WP_004814061.1		aldehyde dehydrogenase family protein		58161698	FSC11_RS00170	1443	480	
gene	pseudogene	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	38337	39395	+						58161699	FSC11_RS00175	1059		pseudo;old_locus_tag=FSC11_00175
CDS	without_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	38337	39395	+				transposase		58161699	FSC11_RS00175	1059		pseudo
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	39784	41259	+						58161700	FSC11_RS00180	1476		old_locus_tag=FSC11_00180
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	39784	41259	+	WP_163164429.1	WP_163164429.1		sodium-dependent transporter		58161700	FSC11_RS00180	1476	491	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	41270	41380	+						58161701	FSC11_RS00185	111		old_locus_tag=FSC11_00185
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	41270	41380	+	WP_163164431.1	WP_163164431.1		methionine/alanine import family NSS transporter small subunit		58161701	FSC11_RS00185	111	36	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	41464	42279	+					zupT	58161702	FSC11_RS00190	816		old_locus_tag=FSC11_00190
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	41464	42279	+	WP_005220439.1	WP_005220439.1		zinc transporter ZupT	zupT	58161702	FSC11_RS00190	816	271	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	42331	43635	-					rsmB	58161703	FSC11_RS00195	1305		old_locus_tag=FSC11_00195
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	42331	43635	-	WP_005220438.1	WP_005220438.1		16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB	rsmB	58161703	FSC11_RS00195	1305	434	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	43632	44594	-					fmt	58161704	FSC11_RS00200	963		old_locus_tag=FSC11_00200
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	43632	44594	-	WP_004814071.1	WP_004814071.1		methionyl-tRNA formyltransferase	fmt	58161704	FSC11_RS00200	963	320	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	44998	46827	+					ilvD	58161705	FSC11_RS00205	1830		old_locus_tag=FSC11_00205
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	44998	46827	+	WP_008306966.1	WP_008306966.1		dihydroxy-acid dehydratase	ilvD	58161705	FSC11_RS00205	1830	609	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	47026	47229	+						58161706	FSC11_RS00210	204		old_locus_tag=FSC11_00210
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	47026	47229	+	WP_004814075.1	WP_004814075.1		hypothetical protein		58161706	FSC11_RS00210	204	67	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	47722	49407	+					ilvD	58161707	FSC11_RS00215	1686		old_locus_tag=FSC11_00215
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	47722	49407	+	WP_163164433.1	WP_163164433.1		dihydroxy-acid dehydratase	ilvD	58161707	FSC11_RS00215	1686	561	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	49563	50885	+						58161708	FSC11_RS00220	1323		old_locus_tag=FSC11_00220
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	49563	50885	+	WP_163164435.1	WP_163164435.1		hypothetical protein		58161708	FSC11_RS00220	1323	440	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	50866	51153	+						58161709	FSC11_RS00225	288		old_locus_tag=FSC11_00225
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	50866	51153	+	WP_004814081.1	WP_004814081.1		chorismate mutase		58161709	FSC11_RS00225	288	95	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	51311	52048	+						58161710	FSC11_RS00230	738		old_locus_tag=FSC11_00230
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	51311	52048	+	WP_163164437.1	WP_163164437.1		sulfite exporter TauE/SafE family protein		58161710	FSC11_RS00230	738	245	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	52045	52950	-						58161711	FSC11_RS00235	906		old_locus_tag=FSC11_00235
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	52045	52950	-	WP_163164439.1	WP_163164439.1		LysR family transcriptional regulator		58161711	FSC11_RS00235	906	301	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	53051	54346	-						58161712	FSC11_RS00240	1296		old_locus_tag=FSC11_00240
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	53051	54346	-	WP_005220425.1	WP_005220425.1		NCS2 family nucleobase:cation symporter		58161712	FSC11_RS00240	1296	431	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	54645	57329	-					ppc	58161713	FSC11_RS00245	2685		old_locus_tag=FSC11_00245
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	54645	57329	-	WP_048882615.1	WP_048882615.1		phosphoenolpyruvate carboxylase	ppc	58161713	FSC11_RS00245	2685	894	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	57475	58095	-						58161714	FSC11_RS00250	621		old_locus_tag=FSC11_00250
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	57475	58095	-	WP_205681846.1	WP_205681846.1		TetR/AcrR family transcriptional regulator		58161714	FSC11_RS00250	621	206	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	58244	59347	+						58161715	FSC11_RS00255	1104		old_locus_tag=FSC11_00255
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	58244	59347	+	WP_163164443.1	WP_163164443.1		efflux RND transporter periplasmic adaptor subunit		58161715	FSC11_RS00255	1104	367	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	59350	62487	+						58161716	FSC11_RS00260	3138		old_locus_tag=FSC11_00260
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	59350	62487	+	WP_163164445.1	WP_163164445.1		efflux RND transporter permease subunit		58161716	FSC11_RS00260	3138	1045	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	62620	62997	+						58161717	FSC11_RS00265	378		old_locus_tag=FSC11_00265
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	62620	62997	+	WP_004814094.1	WP_004814094.1		hypothetical protein		58161717	FSC11_RS00265	378	125	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	63103	64215	+					dnaJ	58161718	FSC11_RS00270	1113		old_locus_tag=FSC11_00270
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	63103	64215	+	WP_004895889.1	WP_004895889.1		molecular chaperone DnaJ	dnaJ	58161718	FSC11_RS00270	1113	370	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	64513	64986	+						58161719	FSC11_RS00275	474		old_locus_tag=FSC11_00275
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	64513	64986	+	WP_004814100.1	WP_004814100.1		DNA starvation/stationary phase protection protein		58161719	FSC11_RS00275	474	157	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	65300	66121	+					dapB	58161720	FSC11_RS00280	822		old_locus_tag=FSC11_00280
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	65300	66121	+	WP_163164447.1	WP_163164447.1		4-hydroxy-tetrahydrodipicolinate reductase	dapB	58161720	FSC11_RS00280	822	273	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	66184	66828	+						58161721	FSC11_RS00285	645		old_locus_tag=FSC11_00285
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	66184	66828	+	WP_163164449.1	WP_163164449.1		hypothetical protein		58161721	FSC11_RS00285	645	214	
gene	pseudogene	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	66861	67106	+						68605035	FSC11_RS16185	246		partial;pseudo;old_locus_tag=FSC11_00290
CDS	without_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	66861	67106	+				LysR family transcriptional regulator		68605035	FSC11_RS16185	246		partial;pseudo
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	67173	68195	-						58161722	FSC11_RS00295	1023		old_locus_tag=FSC11_00295
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	67173	68195	-	WP_163164451.1	WP_163164451.1		NAD(P)-dependent alcohol dehydrogenase		58161722	FSC11_RS00295	1023	340	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	68207	68782	-						58161723	FSC11_RS00300	576		old_locus_tag=FSC11_00300
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	68207	68782	-	WP_163164453.1	WP_163164453.1		DNA-3-methyladenine glycosylase I		58161723	FSC11_RS00300	576	191	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	68799	69044	-						58161724	FSC11_RS00305	246		old_locus_tag=FSC11_00305
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	68799	69044	-	WP_163164455.1	WP_163164455.1		hypothetical protein		58161724	FSC11_RS00305	246	81	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	69060	69602	-						58161725	FSC11_RS00310	543		old_locus_tag=FSC11_00310
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	69060	69602	-	WP_163164457.1	WP_163164457.1		M23 family metallopeptidase		58161725	FSC11_RS00310	543	180	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	69673	70701	-					mutY	58161726	FSC11_RS00315	1029		old_locus_tag=FSC11_00315
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	69673	70701	-	WP_163164459.1	WP_163164459.1		A/G-specific adenine glycosylase	mutY	58161726	FSC11_RS00315	1029	342	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	70860	71291	-						58161727	FSC11_RS00320	432		old_locus_tag=FSC11_00320
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	70860	71291	-	WP_227590988.1	WP_227590988.1		HIT family protein		58161727	FSC11_RS00320	432	143	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	71301	72035	-						58161728	FSC11_RS00325	735		old_locus_tag=FSC11_00325
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	71301	72035	-	WP_163164463.1	WP_163164463.1		dienelactone hydrolase family protein		58161728	FSC11_RS00325	735	244	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	72175	72864	-						58161729	FSC11_RS00330	690		old_locus_tag=FSC11_00330
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	72175	72864	-	WP_163164465.1	WP_163164465.1		FKBP-type peptidyl-prolyl cis-trans isomerase		58161729	FSC11_RS00330	690	229	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	72914	73618	-						58161730	FSC11_RS00335	705		old_locus_tag=FSC11_00335
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	72914	73618	-	WP_163164467.1	WP_163164467.1		FKBP-type peptidyl-prolyl cis-trans isomerase		58161730	FSC11_RS00335	705	234	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	73789	75981	-						58161731	FSC11_RS00340	2193		old_locus_tag=FSC11_00340
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	73789	75981	-	WP_163164469.1	WP_163164469.1		polysaccharide biosynthesis tyrosine autokinase		58161731	FSC11_RS00340	2193	730	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	76003	76431	-						58161732	FSC11_RS00345	429		old_locus_tag=FSC11_00345
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	76003	76431	-	WP_163164471.1	WP_163164471.1		low molecular weight phosphotyrosine protein phosphatase		58161732	FSC11_RS00345	429	142	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	76431	77534	-						58161733	FSC11_RS00350	1104		old_locus_tag=FSC11_00350
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	76431	77534	-	WP_163164473.1	WP_163164473.1		polysaccharide biosynthesis/export family protein		58161733	FSC11_RS00350	1104	367	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	77831	79108	+					tviB	58161734	FSC11_RS00355	1278		old_locus_tag=FSC11_00355
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	77831	79108	+	WP_163164475.1	WP_163164475.1		Vi polysaccharide biosynthesis UDP-N-acetylglucosamine C-6 dehydrogenase TviB	tviB	58161734	FSC11_RS00355	1278	425	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	79126	80142	+					tviC	58161735	FSC11_RS00360	1017		old_locus_tag=FSC11_00360
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	79126	80142	+	WP_163164477.1	WP_163164477.1		Vi polysaccharide biosynthesis UDP-N-acetylglucosaminuronic acid C-4 epimerase TviC	tviC	58161735	FSC11_RS00360	1017	338	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	80152	80652	+						58161736	FSC11_RS00365	501		old_locus_tag=FSC11_00365
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	80152	80652	+	WP_163164479.1	WP_163164479.1		hypothetical protein		58161736	FSC11_RS00365	501	166	
