# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	6638	7198	+	WP_219308729.1	WP_219308729.1		flavodoxin family protein		69581515	J7649_RS00035	561	186	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	7254	7733	-					smpB	69581516	J7649_RS00040	480		old_locus_tag=J7649_00040
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	7254	7733	-	WP_004280586.1	WP_004280586.1		SsrA-binding protein SmpB	smpB	69581516	J7649_RS00040	480	159	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	7873	8364	+					coaD	69581517	J7649_RS00045	492		old_locus_tag=J7649_00045
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	7873	8364	+	WP_004280585.1	WP_004280585.1		pantetheine-phosphate adenylyltransferase	coaD	69581517	J7649_RS00045	492	163	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	8366	8629	+						69581518	J7649_RS00050	264		old_locus_tag=J7649_00050
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	8366	8629	+	WP_004280584.1	WP_004280584.1		YfhL family 4Fe-4S dicluster ferredoxin		69581518	J7649_RS00050	264	87	
gene	RNase_P_RNA	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	8656	9033	+					rnpB	69581519	J7649_RS00055	378		old_locus_tag=J7649_00055
ncRNA	RNase_P_RNA	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	8656	9033	+				RNase P RNA component class A	rnpB	69581519	J7649_RS00055	378		
gene	tRNA	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	9106	9182	+						69581520	J7649_RS00060	77		old_locus_tag=J7649_00060
tRNA		GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	9106	9182	+				tRNA-Met		69581520	J7649_RS00060	77		anticodon=CAT
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	9283	10710	+						69581521	J7649_RS00065	1428		old_locus_tag=J7649_00065
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	9283	10710	+	WP_224215629.1	WP_224215629.1		KAP family NTPase		69581521	J7649_RS00065	1428	475	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	10707	11333	-						69581522	J7649_RS00070	627		old_locus_tag=J7649_00070
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	10707	11333	-	WP_004645767.1	WP_004645767.1		CatB-related O-acetyltransferase		69581522	J7649_RS00070	627	208	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	11435	11839	-						69581523	J7649_RS00075	405		old_locus_tag=J7649_00075
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	11435	11839	-	WP_219308732.1	WP_219308732.1		RidA family protein		69581523	J7649_RS00075	405	134	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	11976	12569	+						69581524	J7649_RS00080	594		old_locus_tag=J7649_00080
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	11976	12569	+	WP_219308734.1	WP_219308734.1		TetR/AcrR family transcriptional regulator		69581524	J7649_RS00080	594	197	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	12642	13118	-					greA	69581525	J7649_RS00085	477		old_locus_tag=J7649_00085
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	12642	13118	-	WP_004645764.1	WP_004645764.1		transcription elongation factor GreA	greA	69581525	J7649_RS00085	477	158	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	13210	16440	-					carB	69581526	J7649_RS00090	3231		old_locus_tag=J7649_00090
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	13210	16440	-	WP_219308744.1	WP_219308744.1		carbamoyl-phosphate synthase large subunit	carB	69581526	J7649_RS00090	3231	1076	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	16454	17593	-					carA	69581527	J7649_RS00095	1140		old_locus_tag=J7649_00095
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	16454	17593	-	WP_004280574.1	WP_004280574.1		glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit	carA	69581527	J7649_RS00095	1140	379	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	17902	18390	+						69581528	J7649_RS00100	489		old_locus_tag=J7649_00100
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	17902	18390	+	WP_129716258.1	WP_129716258.1		hypothetical protein		69581528	J7649_RS00100	489	162	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	18493	18714	+						69581529	J7649_RS00105	222		old_locus_tag=J7649_00105
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	18493	18714	+	WP_004280572.1	WP_004280572.1		hypothetical protein		69581529	J7649_RS00105	222	73	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	18863	19402	-						69581530	J7649_RS00110	540		old_locus_tag=J7649_00110
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	18863	19402	-	WP_044109433.1	WP_044109433.1		DOMON-like domain-containing protein		69581530	J7649_RS00110	540	179	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	19414	19737	-					yhbY	69581531	J7649_RS00115	324		old_locus_tag=J7649_00115
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	19414	19737	-	WP_004280569.1	WP_004280569.1		ribosome assembly RNA-binding protein YhbY	yhbY	69581531	J7649_RS00115	324	107	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	19933	20583	+					rlmE	69581532	J7649_RS00120	651		old_locus_tag=J7649_00120
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	19933	20583	+	WP_005097715.1	WP_005097715.1		23S rRNA (uridine(2552)-2'-O)-methyltransferase RlmE	rlmE	69581532	J7649_RS00120	651	216	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	20716	22605	+					ftsH	69581533	J7649_RS00125	1890		old_locus_tag=J7649_00125
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	20716	22605	+	WP_219308746.1	WP_219308746.1		ATP-dependent zinc metalloprotease FtsH	ftsH	69581533	J7649_RS00125	1890	629	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	22763	23326	+						69581534	J7649_RS00130	564		old_locus_tag=J7649_00130
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	22763	23326	+	WP_228738671.1	WP_228738671.1		GNAT family N-acetyltransferase		69581534	J7649_RS00130	564	187	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	23405	24256	+					folP	69581535	J7649_RS00135	852		old_locus_tag=J7649_00135
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	23405	24256	+	WP_005247701.1	WP_005247701.1		dihydropteroate synthase	folP	69581535	J7649_RS00135	852	283	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	24365	24679	+						69581536	J7649_RS00140	315		old_locus_tag=J7649_00140
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	24365	24679	+	WP_004280560.1	WP_004280560.1		DUF5713 family protein		69581536	J7649_RS00140	315	104	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	24710	25396	-						69581537	J7649_RS00145	687		old_locus_tag=J7649_00145
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	24710	25396	-	WP_219308748.1	WP_219308748.1		hypothetical protein		69581537	J7649_RS00145	687	228	
gene	tRNA	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	25488	25573	-						69581538	J7649_RS00150	86		old_locus_tag=J7649_00150
tRNA		GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	25488	25573	-				tRNA-Leu		69581538	J7649_RS00150	86		anticodon=TAA
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	25744	26472	-						69581539	J7649_RS00155	729		old_locus_tag=J7649_00155
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	25744	26472	-	WP_219310025.1	WP_219310025.1		hypothetical protein		69581539	J7649_RS00155	729	242	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	26647	27153	+						69581540	J7649_RS00160	507		old_locus_tag=J7649_00160
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	26647	27153	+	WP_004280554.1	WP_004280554.1		hypothetical protein		69581540	J7649_RS00160	507	168	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	27195	27473	-						69581541	J7649_RS00165	279		old_locus_tag=J7649_00165
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	27195	27473	-	WP_004645748.1	WP_004645748.1		hypothetical protein		69581541	J7649_RS00165	279	92	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	27540	28862	-						69581542	J7649_RS00170	1323		old_locus_tag=J7649_00170
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	27540	28862	-	WP_004280552.1	WP_004280552.1		hemolysin family protein		69581542	J7649_RS00170	1323	440	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	28990	29979	-						69581543	J7649_RS00175	990		old_locus_tag=J7649_00175
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	28990	29979	-	WP_004280551.1	WP_004280551.1		LysR family transcriptional regulator		69581543	J7649_RS00175	990	329	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	30641	32242	+						69581544	J7649_RS00180	1602		old_locus_tag=J7649_00180
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	30641	32242	+	WP_004280550.1	WP_004280550.1		isocitrate lyase		69581544	J7649_RS00180	1602	533	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	32500	35595	+						69581545	J7649_RS00185	3096		old_locus_tag=J7649_00185
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	32500	35595	+	WP_219308750.1	WP_219308750.1		multidrug efflux RND transporter permease subunit		69581545	J7649_RS00185	3096	1031	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	35768	38896	+						69581546	J7649_RS00190	3129		old_locus_tag=J7649_00190
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	35768	38896	+	WP_219308752.1	WP_219308752.1		efflux RND transporter permease subunit		69581546	J7649_RS00190	3129	1042	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	39059	40399	+					mgtE	69581547	J7649_RS00195	1341		old_locus_tag=J7649_00195
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	39059	40399	+	WP_219308754.1	WP_219308754.1		magnesium transporter	mgtE	69581547	J7649_RS00195	1341	446	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	40474	41055	+						69581548	J7649_RS00200	582		old_locus_tag=J7649_00200
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	40474	41055	+	WP_219308756.1	WP_219308756.1		DUF4112 domain-containing protein		69581548	J7649_RS00200	582	193	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	41136	42041	-					htpX	69581549	J7649_RS00205	906		old_locus_tag=J7649_00205
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	41136	42041	-	WP_004280540.1	WP_004280540.1		protease HtpX	htpX	69581549	J7649_RS00205	906	301	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	42218	43090	-						69581550	J7649_RS00210	873		old_locus_tag=J7649_00210
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	42218	43090	-	WP_219308758.1	WP_219308758.1		lytic transglycosylase domain-containing protein		69581550	J7649_RS00210	873	290	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	43590	44516	+					ttcA	69581551	J7649_RS00215	927		old_locus_tag=J7649_00215
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	43590	44516	+	WP_004280538.1	WP_004280538.1		tRNA 2-thiocytidine(32) synthetase TtcA	ttcA	69581551	J7649_RS00215	927	308	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	44723	45109	+						69581552	J7649_RS00220	387		old_locus_tag=J7649_00220
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	44723	45109	+	WP_004280536.1	WP_004280536.1		SCP2 sterol-binding domain-containing protein		69581552	J7649_RS00220	387	128	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	45203	46318	-						69581553	J7649_RS00225	1116		old_locus_tag=J7649_00225
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	45203	46318	-	WP_153566826.1	WP_153566826.1		transglycosylase SLT domain-containing protein		69581553	J7649_RS00225	1116	371	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	46681	47175	+					greB	69581554	J7649_RS00230	495		old_locus_tag=J7649_00230
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	46681	47175	+	WP_005103930.1	WP_005103930.1		transcription elongation factor GreB	greB	69581554	J7649_RS00230	495	164	
gene	tRNA	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	47264	47353	+						69581555	J7649_RS00235	90		old_locus_tag=J7649_00235
tRNA		GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	47264	47353	+				tRNA-Ser		69581555	J7649_RS00235	90		anticodon=TGA
gene	tRNA	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	47627	47716	+						69581556	J7649_RS00240	90		old_locus_tag=J7649_00240
tRNA		GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	47627	47716	+				tRNA-Ser		69581556	J7649_RS00240	90		anticodon=TGA
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	47897	48964	+						69581557	J7649_RS00245	1068		old_locus_tag=J7649_00245
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	47897	48964	+	WP_219308768.1	WP_219308768.1		4-phosphoerythronate dehydrogenase		69581557	J7649_RS00245	1068	355	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	48961	49935	+					genX	69581558	J7649_RS00250	975		old_locus_tag=J7649_00250
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	48961	49935	+	WP_004645738.1	WP_004645738.1		EF-P lysine aminoacylase GenX	genX	69581558	J7649_RS00250	975	324	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	50019	51254	-						69581559	J7649_RS00255	1236		old_locus_tag=J7649_00255
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	50019	51254	-	WP_153567121.1	WP_153567121.1		multifunctional CCA addition/repair protein		69581559	J7649_RS00255	1236	411	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	51349	53628	-						69581560	J7649_RS00260	2280		old_locus_tag=J7649_00260
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	51349	53628	-	WP_004645736.1	WP_004645736.1		NADP-dependent malic enzyme		69581560	J7649_RS00260	2280	759	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	53769	56645	-						69581561	J7649_RS00265	2877		old_locus_tag=J7649_00265
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	53769	56645	-	WP_219308780.1	WP_219308780.1		bifunctional diguanylate cyclase/phosphodiesterase		69581561	J7649_RS00265	2877	958	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	56823	57533	-						69581562	J7649_RS00270	711		old_locus_tag=J7649_00270
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	56823	57533	-	WP_005265841.1	WP_005265841.1		16S rRNA (uracil(1498)-N(3))-methyltransferase		69581562	J7649_RS00270	711	236	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	57571	58407	-					metF	69581563	J7649_RS00275	837		old_locus_tag=J7649_00275
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	57571	58407	-	WP_085064772.1	WP_085064772.1		methylenetetrahydrofolate reductase [NAD(P)H]	metF	69581563	J7649_RS00275	837	278	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	58589	59971	-					ahcY	69581564	J7649_RS00280	1383		old_locus_tag=J7649_00280
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	58589	59971	-	WP_219308782.1	WP_219308782.1		adenosylhomocysteinase	ahcY	69581564	J7649_RS00280	1383	460	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	60195	61223	+						69581565	J7649_RS00285	1029		old_locus_tag=J7649_00285
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	60195	61223	+	WP_224215610.1	WP_224215610.1		DUF4917 family protein		69581565	J7649_RS00285	1029	342	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	61258	61776	-						69581566	J7649_RS00290	519		old_locus_tag=J7649_00290
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	61258	61776	-	WP_180086272.1	WP_180086272.1		sel1 repeat family protein		69581566	J7649_RS00290	519	172	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	61874	62212	-						69581567	J7649_RS00295	339		old_locus_tag=J7649_00295
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	61874	62212	-	WP_180086270.1	WP_180086270.1		DUF3325 domain-containing protein		69581567	J7649_RS00295	339	112	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	62209	63942	-						69581568	J7649_RS00300	1734		old_locus_tag=J7649_00300
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	62209	63942	-	WP_219308784.1	WP_219308784.1		PepSY domain-containing protein		69581568	J7649_RS00300	1734	577	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	63944	64297	-						69581569	J7649_RS00305	354		old_locus_tag=J7649_00305
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	63944	64297	-	WP_005247674.1	WP_005247674.1		hypothetical protein		69581569	J7649_RS00305	354	117	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	64523	65527	-						69581570	J7649_RS00310	1005		old_locus_tag=J7649_00310
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	64523	65527	-	WP_219308786.1	WP_219308786.1		Tim44-like domain-containing protein		69581570	J7649_RS00310	1005	334	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	65646	67037	-					radA	69581571	J7649_RS00315	1392		old_locus_tag=J7649_00315
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	65646	67037	-	WP_004731817.1	WP_004731817.1		DNA repair protein RadA	radA	69581571	J7649_RS00315	1392	463	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	67212	67616	+						69581572	J7649_RS00320	405		old_locus_tag=J7649_00320
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	67212	67616	+	WP_004645721.1	WP_004645721.1		hypothetical protein		69581572	J7649_RS00320	405	134	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	67715	69061	-						69581573	J7649_RS00325	1347		old_locus_tag=J7649_00325
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	67715	69061	-	WP_004731815.1	WP_004731815.1		sodium:alanine symporter family protein		69581573	J7649_RS00325	1347	448	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	69381	70784	+						69581574	J7649_RS00330	1404		old_locus_tag=J7649_00330
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	69381	70784	+	WP_219308788.1	WP_219308788.1		amino acid permease		69581574	J7649_RS00330	1404	467	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	70917	71150	+						69581575	J7649_RS00335	234		old_locus_tag=J7649_00335
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	70917	71150	+	WP_005252493.1	WP_005252493.1		lipoprotein		69581575	J7649_RS00335	234	77	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	71175	72419	+					lysA	69581576	J7649_RS00340	1245		old_locus_tag=J7649_00340
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	71175	72419	+	WP_219308790.1	WP_219308790.1		diaminopimelate decarboxylase	lysA	69581576	J7649_RS00340	1245	414	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	72432	73277	+					dapF	69581577	J7649_RS00345	846		old_locus_tag=J7649_00345
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	72432	73277	+	WP_219308792.1	WP_219308792.1		diaminopimelate epimerase	dapF	69581577	J7649_RS00345	846	281	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	73363	73968	+						69581578	J7649_RS00350	606		old_locus_tag=J7649_00350
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	73363	73968	+	WP_004645715.1	WP_004645715.1		alpha/beta hydrolase		69581578	J7649_RS00350	606	201	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	73969	74904	+						69581579	J7649_RS00355	936		old_locus_tag=J7649_00355
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	73969	74904	+	WP_005252485.1	WP_005252485.1		tyrosine recombinase XerC		69581579	J7649_RS00355	936	311	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	75136	75519	+						69581580	J7649_RS00360	384		old_locus_tag=J7649_00360
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	75136	75519	+	WP_219308794.1	WP_219308794.1		hypothetical protein		69581580	J7649_RS00360	384	127	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	75731	76225	-						69581581	J7649_RS00365	495		old_locus_tag=J7649_00365
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	75731	76225	-	WP_180086254.1	WP_180086254.1		Lrp/AsnC family transcriptional regulator		69581581	J7649_RS00365	495	164	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	76338	76943	+						69581582	J7649_RS00370	606		old_locus_tag=J7649_00370
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	76338	76943	+	WP_004645711.1	WP_004645711.1		LysE family translocator		69581582	J7649_RS00370	606	201	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	77467	78219	+						69581583	J7649_RS00375	753		old_locus_tag=J7649_00375
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	77467	78219	+	WP_004280496.1	WP_004280496.1		electron transfer flavoprotein subunit beta/FixA family protein		69581583	J7649_RS00375	753	250	
